EmployeeID,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,IncomePerYear,PromotionDelay,IsOverduePromotion,EngagementScore,WorkloadStress,TenureRatio,RoleStagnation,SatisfactionIncomeRatio,CompanyHopper,Attrition_Probability,Risk_Percentage,Risk_Category
759,59,0,Travel_Rarely,1089,Sales,1,2,Technical Degree,2,Male,66,3,3,Manager,4,Married,11904,11038,3,Yes,14,3,3,1,14,1,1,6,4,0,4,850.2857142857143,6,0,2.5,1,0.42857142857142855,0.6666666666666666,4.7616,0,0.011824855,1.18,Low Risk
760,45,0,Travel_Rarely,788,Human Resources,24,4,Medical,2,Male,36,3,1,Human Resources,2,Single,2177,8318,1,No,16,3,1,0,6,3,3,6,3,0,4,362.8333333333333,6,0,2.0,0,1.0,0.5,0.4354,0,0.06525665,6.53,Low Risk
761,53,0,Travel_Frequently,124,Sales,2,3,Marketing,3,Female,38,2,3,Sales Executive,2,Married,7525,23537,2,No,12,3,1,1,30,2,3,15,7,6,12,250.83333333333334,9,1,2.25,0,0.5,0.4666666666666667,1.505,0,0.00820807,0.82,Low Risk
762,36,1,Travel_Rarely,660,Research & Development,15,3,Other,1,Male,81,3,2,Laboratory Technician,3,Divorced,4834,7858,7,No,14,3,2,1,9,3,2,1,0,0,0,537.1111111111111,1,0,2.0,0,0.1111111111111111,0.0,1.4502,1,0.9768762,97.69,High Risk
763,26,1,Travel_Frequently,342,Research & Development,2,3,Life Sciences,1,Male,57,3,1,Research Scientist,1,Married,2042,15346,6,Yes,14,3,2,1,6,2,3,3,2,1,2,340.3333333333333,2,0,1.75,0,0.5,0.6666666666666666,0.2042,1,0.969697,96.97,High Risk
764,34,0,Travel_Rarely,1333,Sales,10,4,Life Sciences,3,Female,87,3,1,Sales Representative,3,Married,2220,18410,1,Yes,19,3,4,1,1,2,3,1,1,0,0,2220.0,1,0,3.25,0,1.0,1.0,0.666,0,0.038390014,3.84,Low Risk
765,28,0,Travel_Rarely,1144,Sales,10,1,Medical,4,Male,74,3,1,Sales Representative,2,Married,1052,23384,1,No,22,4,2,0,1,5,3,1,0,0,0,1052.0,1,0,2.75,0,1.0,0.0,0.2104,0,0.76136136,76.14,High Risk
766,38,0,Travel_Frequently,1186,Research & Development,3,4,Other,3,Male,44,3,1,Research Scientist,3,Married,2821,2997,3,No,16,3,1,1,8,2,3,2,2,2,2,352.625,0,0,2.5,0,0.25,1.0,0.8463,0,0.0015784589,0.16,Low Risk
767,50,0,Travel_Rarely,1464,Research & Development,2,4,Medical,2,Male,62,3,5,Research Director,3,Married,19237,12853,2,Yes,11,3,4,1,29,2,2,8,1,7,7,663.3448275862069,1,1,2.75,1,0.27586206896551724,0.125,5.7711,0,0.015448599,1.54,Low Risk
768,37,0,Travel_Rarely,124,Research & Development,3,3,Other,4,Female,35,3,2,Healthcare Representative,2,Single,4107,13848,3,No,15,3,1,0,8,3,2,4,3,0,1,513.375,4,0,2.25,0,0.5,0.75,0.8214,0,0.0052995845,0.53,Low Risk
769,40,0,Travel_Rarely,300,Sales,26,3,Marketing,3,Male,74,3,2,Sales Executive,1,Married,8396,22217,1,No,14,3,2,1,8,3,2,7,7,7,5,1049.5,0,1,2.0,0,0.875,1.0,0.8396,0,0.04550594,4.55,Low Risk
770,26,0,Travel_Frequently,921,Research & Development,1,1,Medical,1,Female,66,2,1,Research Scientist,3,Divorced,2007,25265,1,No,13,3,3,2,5,5,3,5,3,1,3,401.4,4,0,2.5,0,1.0,0.6,0.6021,0,0.010469284,1.05,Low Risk
771,46,0,Travel_Rarely,430,Research & Development,1,4,Medical,4,Male,40,3,5,Research Director,4,Divorced,19627,21445,9,No,17,3,4,2,23,0,3,2,2,2,2,853.3478260869565,0,0,3.75,0,0.08695652173913043,1.0,7.8508,1,0.0014778255,0.15,Low Risk
772,54,0,Travel_Rarely,1082,Sales,2,4,Life Sciences,3,Female,41,2,3,Sales Executive,3,Married,10686,8392,6,No,11,3,2,1,13,4,3,9,4,7,0,822.0,2,1,2.75,0,0.6923076923076923,0.4444444444444444,3.2058,1,0.16069226,16.07,Low Risk
773,56,0,Travel_Frequently,1240,Research & Development,9,3,Medical,1,Female,63,3,1,Research Scientist,3,Married,2942,12154,2,No,19,3,2,1,18,4,3,5,4,0,3,163.44444444444446,5,0,2.25,0,0.2777777777777778,0.8,0.8826,0,0.011126765,1.11,Low Risk
774,36,0,Travel_Rarely,796,Research & Development,12,5,Medical,4,Female,51,2,3,Manufacturing Director,4,Single,8858,15669,0,No,11,3,2,0,15,2,2,14,8,7,8,590.5333333333333,7,1,3.0,0,0.9333333333333333,0.5714285714285714,3.5432,0,0.0107387025,1.07,Low Risk
775,55,0,Non-Travel,444,Research & Development,2,1,Medical,3,Male,40,2,4,Manager,1,Single,16756,17323,7,No,15,3,2,0,31,3,4,9,7,6,2,540.516129032258,3,1,2.5,0,0.2903225806451613,0.7777777777777778,1.6756,1,0.0044109174,0.44,Low Risk
776,43,0,Travel_Rarely,415,Sales,25,3,Medical,3,Male,79,2,3,Sales Executive,4,Divorced,10798,5268,5,No,13,3,3,1,18,5,3,1,0,0,0,599.8888888888889,1,0,3.25,0,0.05555555555555555,0.0,4.3192,1,0.0037603248,0.38,Low Risk
777,20,1,Travel_Frequently,769,Sales,9,3,Marketing,4,Female,54,3,1,Sales Representative,4,Single,2323,17205,1,Yes,14,3,2,0,2,3,3,2,2,0,2,1161.5,2,0,3.25,0,1.0,1.0,0.9292,0,0.985595,98.56,High Risk
778,21,1,Travel_Rarely,1334,Research & Development,10,3,Life Sciences,3,Female,36,2,1,Laboratory Technician,1,Single,1416,17258,1,No,13,3,1,0,1,6,2,1,0,1,0,1416.0,0,0,1.75,0,1.0,0.0,0.1416,0,0.9980788,99.81,High Risk
779,46,0,Travel_Rarely,1003,Research & Development,8,4,Life Sciences,4,Female,74,2,2,Research Scientist,1,Divorced,4615,21029,8,Yes,23,4,1,3,19,2,3,16,13,1,7,242.89473684210526,15,0,2.25,0,0.8421052631578947,0.8125,0.4615,1,0.0031015952,0.31,Low Risk
780,51,1,Travel_Rarely,1323,Research & Development,4,4,Life Sciences,1,Male,34,3,1,Research Scientist,3,Married,2461,10332,9,Yes,12,3,3,3,18,2,4,10,0,2,7,136.72222222222223,8,0,2.75,0,0.5555555555555556,0.0,0.7383,1,0.1771813,17.72,Low Risk
781,28,1,Non-Travel,1366,Research & Development,24,2,Technical Degree,2,Male,72,2,3,Healthcare Representative,1,Single,8722,12355,1,No,12,3,1,0,10,2,2,10,7,1,9,872.2,9,0,1.5,0,1.0,0.7,0.8722,0,0.03722819,3.72,Low Risk
782,26,0,Travel_Rarely,192,Research & Development,1,2,Medical,1,Male,59,2,1,Laboratory Technician,1,Married,3955,11141,1,No,16,3,1,2,6,2,3,5,3,1,3,659.1666666666666,4,0,1.5,0,0.8333333333333334,0.6,0.3955,0,0.030562567,3.06,Low Risk
783,30,0,Travel_Rarely,1176,Research & Development,20,3,Other,3,Male,85,3,2,Manufacturing Director,1,Married,9957,9096,0,No,15,3,3,1,7,1,2,6,2,0,2,1422.4285714285713,6,0,2.25,0,0.8571428571428571,0.3333333333333333,0.9957,0,0.0045473375,0.45,Low Risk
784,41,0,Travel_Rarely,509,Research & Development,7,2,Technical Degree,2,Female,43,4,1,Research Scientist,3,Married,3376,18863,1,No,13,3,3,0,10,3,3,10,6,0,8,337.6,10,0,2.75,0,1.0,0.6,1.0128,0,0.0010759153,0.11,Low Risk
785,38,0,Travel_Rarely,330,Research & Development,17,1,Life Sciences,3,Female,65,2,3,Healthcare Representative,3,Married,8823,24608,0,No,18,3,1,1,20,4,2,19,9,1,9,441.15,18,0,2.25,0,0.95,0.47368421052631576,2.6469,0,0.0053082183,0.53,Low Risk
786,40,0,Travel_Rarely,1492,Research & Development,20,4,Technical Degree,1,Male,61,3,3,Healthcare Representative,4,Married,10322,26542,4,No,20,4,4,1,14,6,3,11,10,11,1,737.2857142857143,0,1,3.0,0,0.7857142857142857,0.9090909090909091,4.1288,0,0.010807809,1.08,Low Risk
787,27,0,Non-Travel,1277,Research & Development,8,5,Life Sciences,1,Male,87,1,1,Laboratory Technician,3,Married,4621,5869,1,No,19,3,4,3,3,4,3,3,2,1,2,1540.3333333333333,2,0,2.75,0,1.0,0.6666666666666666,1.3863,0,0.019123496,1.91,Low Risk
788,55,0,Travel_Frequently,1091,Research & Development,2,1,Life Sciences,4,Male,65,3,3,Manufacturing Director,2,Married,10976,15813,3,No,18,3,2,1,23,4,3,3,2,1,2,477.2173913043478,2,0,2.75,0,0.13043478260869565,0.6666666666666666,2.1952,0,0.00066741783,0.07,Low Risk
789,28,0,Travel_Rarely,857,Research & Development,10,3,Other,3,Female,59,3,2,Research Scientist,3,Single,3660,7909,3,No,13,3,4,0,10,4,4,8,7,1,7,366.0,7,0,3.5,0,0.8,0.875,1.098,0,0.0042631486,0.43,Low Risk
790,44,1,Travel_Rarely,1376,Human Resources,1,2,Medical,2,Male,91,2,3,Human Resources,1,Married,10482,2326,9,No,14,3,4,1,24,1,3,20,6,3,6,436.75,17,0,2.5,0,0.8333333333333334,0.3,1.0482,1,0.01939024,1.94,Low Risk
791,33,0,Travel_Rarely,654,Research & Development,5,3,Life Sciences,4,Male,34,2,3,Healthcare Representative,4,Divorced,7119,21214,4,No,15,3,3,1,9,2,3,3,2,1,2,791.0,2,0,3.5,0,0.3333333333333333,0.6666666666666666,2.8476,0,0.0007382931,0.07,Low Risk
792,35,1,Travel_Rarely,1204,Sales,4,3,Technical Degree,4,Male,86,3,3,Sales Executive,1,Single,9582,10333,0,Yes,22,4,1,0,9,2,3,8,7,4,7,1064.6666666666667,4,0,2.25,0,0.8888888888888888,0.875,0.9582,0,0.9871007,98.71,High Risk
793,33,1,Travel_Frequently,827,Research & Development,29,4,Medical,1,Female,54,2,2,Research Scientist,3,Single,4508,3129,1,No,22,4,2,0,14,4,3,13,7,3,8,322.0,10,0,2.25,0,0.9285714285714286,0.5384615384615384,1.3524,0,0.9756614,97.57,High Risk
794,28,0,Travel_Rarely,895,Research & Development,15,2,Life Sciences,1,Male,50,3,1,Laboratory Technician,3,Divorced,2207,22482,1,No,16,3,4,1,4,5,2,4,2,2,2,551.75,2,0,2.5,0,1.0,0.5,0.6621,0,0.01690434,1.69,Low Risk
795,34,0,Travel_Frequently,618,Research & Development,3,1,Life Sciences,1,Male,45,3,2,Healthcare Representative,4,Single,7756,22266,0,No,17,3,3,0,7,1,2,6,2,0,4,1108.0,6,0,2.5,0,0.8571428571428571,0.3333333333333333,3.1024,0,0.008221645,0.82,Low Risk
796,37,0,Travel_Rarely,309,Sales,10,4,Life Sciences,4,Female,88,2,2,Sales Executive,4,Divorced,6694,24223,2,Yes,14,3,3,3,8,5,3,1,0,0,0,836.75,1,0,3.5,0,0.125,0.0,2.6776,0,0.006039313,0.6,Low Risk
797,25,1,Travel_Rarely,1219,Research & Development,4,1,Technical Degree,4,Male,32,3,1,Laboratory Technician,4,Married,3691,4605,1,Yes,15,3,2,1,7,3,4,7,7,5,6,527.2857142857143,2,1,3.5,0,1.0,1.0,1.4764,0,0.98039925,98.04,High Risk
798,26,1,Travel_Rarely,1330,Research & Development,21,3,Medical,1,Male,37,3,1,Laboratory Technician,3,Divorced,2377,19373,1,No,20,4,3,1,1,0,2,1,1,0,0,2377.0,1,0,2.25,0,1.0,1.0,0.7131,0,0.9830736,98.31,High Risk
799,33,1,Travel_Rarely,1017,Research & Development,25,3,Medical,1,Male,55,2,1,Research Scientist,2,Single,2313,2993,4,Yes,20,4,2,0,5,0,3,2,2,2,2,462.6,0,0,2.0,0,0.4,1.0,0.4626,0,0.9948466,99.48,High Risk
800,42,0,Travel_Rarely,469,Research & Development,2,2,Medical,4,Male,35,3,4,Manager,1,Married,17665,14399,0,No,17,3,4,1,23,3,3,22,6,13,7,768.0434782608696,9,1,3.0,0,0.9565217391304348,0.2727272727272727,1.7665,0,0.0045945114,0.46,Low Risk
801,28,1,Travel_Frequently,1009,Research & Development,1,3,Medical,1,Male,45,2,1,Laboratory Technician,2,Divorced,2596,7160,1,No,15,3,1,2,1,2,3,1,0,0,0,2596.0,1,0,1.75,0,1.0,0.0,0.5192,0,0.98890954,98.89,High Risk
802,50,1,Travel_Frequently,959,Sales,1,4,Other,4,Male,81,3,2,Sales Executive,3,Single,4728,17251,3,Yes,14,3,4,0,5,4,3,0,0,0,0,945.6,0,0,3.5,0,0.0,0.0,1.4184,0,0.4938967,49.39,Medium Risk
803,33,0,Travel_Frequently,970,Sales,7,3,Life Sciences,4,Female,30,3,2,Sales Executive,2,Married,4302,13401,0,No,17,3,3,1,4,3,3,3,2,0,2,1075.5,3,0,3.0,0,0.75,0.6666666666666666,0.8604,0,0.00611977,0.61,Low Risk
804,34,0,Non-Travel,697,Research & Development,3,4,Life Sciences,3,Male,40,2,1,Research Scientist,4,Married,2979,22478,3,No,17,3,4,3,6,2,3,0,0,0,0,496.5,0,0,3.5,0,0.0,0.0,1.1916,0,0.0006987825,0.07,Low Risk
805,48,0,Non-Travel,1262,Research & Development,1,4,Medical,1,Male,35,4,4,Manager,4,Single,16885,16154,2,No,22,4,3,0,27,3,2,5,4,2,1,625.3703703703703,3,0,2.5,0,0.18518518518518517,0.8,6.754,0,0.00026433083,0.03,Low Risk
806,45,0,Non-Travel,1050,Sales,9,4,Life Sciences,2,Female,65,2,2,Sales Executive,3,Married,5593,17970,1,No,13,3,4,1,15,2,3,15,10,4,12,372.8666666666667,11,0,3.0,0,1.0,0.6666666666666666,1.6779,0,0.00038787196,0.04,Low Risk
807,52,0,Travel_Rarely,994,Research & Development,7,4,Life Sciences,2,Male,87,3,3,Healthcare Representative,2,Single,10445,15322,7,No,19,3,4,0,18,4,3,8,6,4,0,580.2777777777778,4,0,2.75,0,0.4444444444444444,0.75,2.089,1,0.015781745,1.58,Low Risk
808,38,0,Travel_Rarely,770,Sales,10,4,Marketing,3,Male,73,2,3,Sales Executive,3,Divorced,8740,5569,0,Yes,14,3,2,2,9,2,3,8,7,2,7,971.1111111111111,6,0,2.75,0,0.8888888888888888,0.875,2.622,0,0.005670642,0.57,Low Risk
809,29,0,Travel_Rarely,1107,Research & Development,28,4,Life Sciences,3,Female,93,3,1,Research Scientist,4,Divorced,2514,26968,4,No,22,4,1,1,11,1,3,7,5,1,7,228.54545454545453,6,0,2.75,0,0.6363636363636364,0.7142857142857143,1.0056,0,0.009090985,0.91,Low Risk
810,28,0,Travel_Rarely,950,Research & Development,3,3,Medical,4,Female,93,3,3,Manufacturing Director,2,Divorced,7655,8039,0,No,17,3,2,3,10,3,2,9,7,1,7,765.5,8,0,2.5,0,0.9,0.7777777777777778,1.531,0,0.0045298226,0.45,Low Risk
811,46,0,Travel_Rarely,406,Sales,3,1,Marketing,1,Male,52,3,4,Manager,3,Married,17465,15596,3,No,12,3,4,1,23,3,3,12,9,4,9,759.3478260869565,8,0,2.75,0,0.5217391304347826,0.75,5.2395,0,0.032412764,3.24,Low Risk
812,38,0,Travel_Rarely,130,Sales,2,2,Marketing,4,Male,32,3,3,Sales Executive,2,Single,7351,20619,7,No,16,3,3,0,10,2,3,1,0,0,0,735.1,1,0,3.0,0,0.1,0.0,1.4702,1,0.03758906,3.76,Low Risk
813,43,0,Travel_Frequently,1082,Research & Development,27,3,Life Sciences,3,Female,83,3,3,Manufacturing Director,1,Married,10820,11535,8,No,11,3,3,1,18,1,3,8,7,0,1,601.1111111111111,8,0,2.5,0,0.4444444444444444,0.875,1.082,1,0.012642479,1.26,Low Risk
814,39,1,Travel_Frequently,203,Research & Development,2,3,Life Sciences,1,Male,84,3,4,Healthcare Representative,4,Divorced,12169,13547,7,No,11,3,4,3,21,4,3,18,7,11,5,579.4761904761905,7,1,3.0,0,0.8571428571428571,0.3888888888888889,4.8676,1,0.9856178,98.56,High Risk
815,40,0,Travel_Rarely,1308,Research & Development,14,3,Medical,3,Male,44,2,5,Research Director,3,Single,19626,17544,1,No,14,3,1,0,21,2,4,20,7,4,9,934.5714285714286,16,0,2.75,0,0.9523809523809523,0.35,5.8878,0,0.0017786047,0.18,Low Risk
816,21,0,Travel_Rarely,984,Research & Development,1,1,Technical Degree,4,Female,70,2,1,Research Scientist,2,Single,2070,25326,1,Yes,11,3,3,0,2,6,4,2,2,2,2,1035.0,0,0,3.25,0,1.0,1.0,0.414,0,0.051135696,5.11,Low Risk
817,39,0,Non-Travel,439,Research & Development,9,3,Life Sciences,3,Male,70,3,2,Laboratory Technician,2,Single,6782,8770,9,No,15,3,3,0,9,2,2,5,4,0,3,753.5555555555555,5,0,2.5,0,0.5555555555555556,0.8,1.3564,1,0.01860368,1.86,Low Risk
818,36,0,Non-Travel,217,Research & Development,18,4,Life Sciences,1,Male,78,3,2,Manufacturing Director,4,Single,7779,23238,2,No,20,4,1,0,18,0,3,11,9,0,9,432.1666666666667,11,0,2.25,0,0.6111111111111112,0.8181818181818182,3.1116,0,0.0035875838,0.36,Low Risk
819,31,0,Travel_Frequently,793,Sales,20,3,Life Sciences,3,Male,67,4,1,Sales Representative,4,Married,2791,21981,0,No,12,3,1,1,3,4,3,2,2,2,2,930.3333333333334,0,0,2.75,0,0.6666666666666666,1.0,1.1164,0,0.03752064,3.75,Low Risk
820,28,0,Travel_Rarely,1451,Research & Development,2,1,Life Sciences,1,Male,67,2,1,Research Scientist,2,Married,3201,19911,0,No,17,3,1,0,6,2,1,5,3,0,4,533.5,5,0,1.25,0,0.8333333333333334,0.6,0.6402,0,0.04562704,4.56,Low Risk
821,35,0,Travel_Frequently,1182,Sales,11,2,Marketing,4,Male,54,3,2,Sales Executive,4,Divorced,4968,18500,1,No,11,3,4,1,5,3,3,5,2,0,2,993.6,5,0,3.75,0,1.0,0.4,1.9872,0,0.00522045,0.52,Low Risk
822,49,0,Travel_Rarely,174,Sales,8,4,Technical Degree,4,Male,56,2,4,Sales Executive,2,Married,13120,11879,6,No,17,3,2,1,22,3,3,9,8,2,3,596.3636363636364,7,0,2.75,0,0.4090909090909091,0.8888888888888888,2.624,1,0.07974608,7.97,Low Risk
823,34,0,Travel_Frequently,1003,Research & Development,2,2,Life Sciences,4,Male,95,3,2,Manufacturing Director,3,Single,4033,15834,2,No,11,3,4,0,5,3,2,3,2,0,2,806.6,3,0,3.25,0,0.6,0.6666666666666666,1.2099,0,0.00761661,0.76,Low Risk
824,29,0,Travel_Frequently,490,Research & Development,10,3,Life Sciences,4,Female,61,3,1,Research Scientist,2,Divorced,3291,17940,0,No,14,3,4,2,8,2,2,7,5,1,1,411.375,6,0,3.0,0,0.875,0.7142857142857143,0.6582,0,0.0060634194,0.61,Low Risk
825,42,0,Travel_Rarely,188,Research & Development,29,3,Medical,2,Male,56,1,2,Laboratory Technician,4,Single,4272,9558,4,No,19,3,1,0,16,3,3,1,0,0,0,267.0,1,0,2.5,0,0.0625,0.0,1.7088,0,0.03876006,3.88,Low Risk
826,29,0,Travel_Rarely,718,Research & Development,8,1,Medical,2,Male,79,2,2,Manufacturing Director,4,Married,5056,17689,1,Yes,15,3,3,1,10,2,2,10,7,1,2,505.6,9,0,2.75,1,1.0,0.7,2.0224,0,0.047589116,4.76,Low Risk
827,38,0,Travel_Rarely,433,Human Resources,1,3,Human Resources,3,Male,37,4,1,Human Resources,3,Married,2844,6004,1,No,13,3,4,1,7,2,4,7,6,5,0,406.2857142857143,2,1,3.5,0,1.0,0.8571428571428571,0.8532,0,0.0038725776,0.39,Low Risk
828,28,0,Travel_Frequently,773,Research & Development,6,3,Life Sciences,3,Male,39,2,1,Research Scientist,3,Divorced,2703,22088,1,Yes,14,3,4,1,3,2,3,3,1,0,2,901.0,3,0,3.25,0,1.0,0.3333333333333333,0.8109,0,0.07198591,7.2,Low Risk
829,18,1,Non-Travel,247,Research & Development,8,1,Medical,3,Male,80,3,1,Laboratory Technician,3,Single,1904,13556,1,No,12,3,4,0,0,0,3,0,0,0,0,1904.0,0,0,3.25,0,0.0,0.0,0.5712,0,0.97988737,97.99,High Risk
830,33,1,Travel_Rarely,603,Sales,9,4,Marketing,1,Female,77,3,2,Sales Executive,1,Single,8224,18385,0,Yes,17,3,1,0,6,3,3,5,2,0,3,1370.6666666666667,5,0,1.5,0,0.8333333333333334,0.4,0.8224,0,0.9145228,91.45,High Risk
831,41,0,Travel_Rarely,167,Research & Development,12,4,Life Sciences,2,Male,46,3,1,Laboratory Technician,4,Married,4766,9051,3,Yes,11,3,1,1,6,4,3,1,0,0,0,794.3333333333334,1,0,2.5,0,0.16666666666666666,0.0,1.9064,0,0.09447554,9.45,Low Risk
832,31,1,Travel_Frequently,874,Research & Development,15,3,Medical,3,Male,72,3,1,Laboratory Technician,3,Married,2610,6233,1,No,12,3,3,1,2,5,2,2,2,2,2,1305.0,0,0,2.75,0,1.0,1.0,0.783,0,0.97896624,97.9,High Risk
833,37,0,Travel_Rarely,367,Research & Development,25,2,Medical,3,Female,52,2,2,Healthcare Representative,4,Divorced,5731,17171,7,No,13,3,3,2,9,2,3,6,2,1,3,636.7777777777778,5,0,3.25,0,0.6666666666666666,0.3333333333333333,2.2924,1,0.0021540462,0.22,Low Risk
834,27,0,Travel_Rarely,199,Research & Development,6,3,Life Sciences,4,Male,55,2,1,Research Scientist,3,Married,2539,7950,1,No,13,3,3,1,4,0,3,4,2,2,2,634.75,2,0,3.25,0,1.0,0.5,0.7617,0,0.0018629949,0.19,Low Risk
835,34,0,Travel_Rarely,1400,Sales,9,1,Life Sciences,2,Female,70,3,2,Sales Executive,3,Married,5714,5829,1,No,20,4,1,0,6,3,2,6,5,1,3,952.3333333333334,5,0,2.0,0,1.0,0.8333333333333334,1.7142,0,0.004035152,0.4,Low Risk
836,35,0,Travel_Rarely,528,Human Resources,8,4,Technical Degree,3,Male,100,3,1,Human Resources,3,Single,4323,7108,1,No,17,3,2,0,6,2,1,5,4,1,4,720.5,4,0,2.25,0,0.8333333333333334,0.8,1.2969,0,0.06356969,6.36,Low Risk
837,29,1,Travel_Rarely,408,Sales,23,1,Life Sciences,4,Female,45,2,3,Sales Executive,1,Married,7336,11162,1,No,13,3,1,1,11,3,1,11,8,3,10,666.9090909090909,8,0,1.75,0,1.0,0.7272727272727273,0.7336,0,0.97959983,97.96,High Risk
838,40,0,Travel_Frequently,593,Research & Development,9,4,Medical,2,Female,88,3,3,Research Director,3,Single,13499,13782,9,No,17,3,3,0,20,3,2,18,7,2,13,674.95,16,0,2.5,0,0.9,0.3888888888888889,4.0497,1,0.0027324087,0.27,Low Risk
839,42,1,Travel_Frequently,481,Sales,12,3,Life Sciences,3,Male,44,3,4,Sales Executive,1,Single,13758,2447,0,Yes,12,3,2,0,22,2,2,21,9,13,14,625.3636363636364,8,1,2.0,1,0.9545454545454546,0.42857142857142855,1.3758,0,0.9896513,98.97,High Risk
840,42,0,Travel_Rarely,647,Sales,4,4,Marketing,2,Male,45,3,2,Sales Executive,1,Single,5155,2253,7,No,13,3,4,0,9,3,4,6,4,1,5,572.7777777777778,5,0,2.75,0,0.6666666666666666,0.6666666666666666,0.5155,1,0.02104798,2.1,Low Risk
841,35,0,Travel_Rarely,982,Research & Development,1,4,Medical,4,Male,58,2,1,Laboratory Technician,3,Married,2258,16340,6,No,12,3,2,1,10,2,3,8,0,1,7,225.8,7,0,3.0,0,0.8,0.0,0.6774,1,0.0039970498,0.4,Low Risk
842,24,0,Travel_Rarely,477,Research & Development,24,3,Medical,4,Male,49,3,1,Laboratory Technician,2,Single,3597,6409,8,No,22,4,4,0,6,2,3,4,3,1,2,599.5,3,0,3.25,0,0.6666666666666666,0.75,0.7194,1,0.07855543,7.86,Low Risk
843,28,1,Travel_Rarely,1485,Research & Development,12,1,Life Sciences,3,Female,79,3,1,Laboratory Technician,4,Married,2515,22955,1,Yes,11,3,4,0,1,4,2,1,1,0,0,2515.0,1,0,3.25,1,1.0,1.0,1.006,0,0.9867862,98.68,High Risk
844,26,0,Travel_Rarely,1384,Research & Development,3,4,Medical,1,Male,82,4,1,Laboratory Technician,4,Married,4420,13421,1,No,22,4,2,1,8,2,3,8,7,0,7,552.5,8,0,2.5,0,1.0,0.875,1.768,0,0.00039896066,0.04,Low Risk
845,30,0,Travel_Rarely,852,Sales,10,3,Marketing,3,Male,72,2,2,Sales Executive,3,Married,6578,2706,1,No,18,3,1,1,10,3,3,10,3,1,4,657.8,9,0,2.5,0,1.0,0.3,1.9734,0,0.029610623,2.96,Low Risk
846,40,0,Travel_Frequently,902,Research & Development,26,2,Medical,3,Female,92,2,2,Research Scientist,4,Married,4422,21203,3,Yes,13,3,4,1,16,3,1,1,1,0,0,276.375,1,0,3.0,1,0.0625,1.0,1.7688,0,0.0043948605,0.44,Low Risk
847,35,0,Travel_Rarely,819,Research & Development,2,3,Life Sciences,3,Male,44,2,3,Manufacturing Director,2,Divorced,10274,19588,2,No,18,3,2,1,15,2,4,7,7,6,4,684.9333333333333,1,1,2.75,0,0.4666666666666667,1.0,2.0548,0,0.0030469152,0.3,Low Risk
848,34,0,Travel_Frequently,669,Research & Development,1,3,Medical,4,Male,97,2,2,Healthcare Representative,1,Single,5343,25755,0,No,20,4,3,0,14,3,3,13,9,4,9,381.64285714285717,9,0,2.75,0,0.9285714285714286,0.6923076923076923,0.5343,0,0.004592813,0.46,Low Risk
849,35,0,Travel_Frequently,636,Research & Development,4,4,Other,4,Male,47,2,1,Laboratory Technician,4,Married,2376,26537,1,No,13,3,2,1,2,2,4,2,2,2,2,1188.0,0,0,3.5,0,1.0,1.0,0.9504,0,0.007335844,0.73,Low Risk
850,43,1,Travel_Rarely,1372,Sales,9,3,Marketing,1,Female,85,1,2,Sales Executive,3,Single,5346,9489,8,No,13,3,2,0,7,2,2,4,3,1,3,763.7142857142857,3,0,2.0,0,0.5714285714285714,0.75,1.6038,1,0.9928093,99.28,High Risk
851,32,0,Non-Travel,862,Sales,2,1,Life Sciences,3,Female,76,3,1,Sales Representative,1,Divorced,2827,14947,1,No,12,3,3,3,1,3,3,1,0,0,0,2827.0,1,0,2.5,0,1.0,0.0,0.2827,0,0.057198115,5.72,Low Risk
852,56,0,Travel_Rarely,718,Research & Development,4,4,Technical Degree,4,Female,92,3,5,Manager,1,Divorced,19943,18575,4,No,13,3,4,1,28,2,3,5,2,4,2,712.25,1,0,3.0,0,0.17857142857142858,0.4,1.9943,0,0.0013476247,0.13,Low Risk
853,29,0,Travel_Rarely,1401,Research & Development,6,1,Medical,2,Female,54,3,1,Laboratory Technician,4,Married,3131,26342,1,No,13,3,1,1,10,5,3,10,8,0,8,313.1,10,0,2.5,0,1.0,0.8,1.2524,0,0.0019263312,0.19,Low Risk
854,19,0,Travel_Rarely,645,Research & Development,9,2,Life Sciences,3,Male,54,3,1,Research Scientist,1,Single,2552,7172,1,No,25,4,3,0,1,4,3,1,1,0,0,2552.0,1,0,2.5,0,1.0,1.0,0.2552,0,0.07240608,7.24,Low Risk
855,45,0,Travel_Rarely,1457,Research & Development,7,3,Medical,1,Female,83,3,1,Research Scientist,3,Married,4477,20100,4,Yes,19,3,3,1,7,2,2,3,2,0,2,639.5714285714286,3,0,2.25,1,0.42857142857142855,0.6666666666666666,1.3431,0,0.0072023375,0.72,Low Risk
